	id	puzzle	solution	clues	difficulty
8919	8920	.......9....59.4...37........9..53......4....61..2.95..63....28.2.7.....5..6.....	145876293286593471937214685879165342352947816614328957763459128428731569591682734	23	4.0
8939	8940	...8..7..17.3.2.....9.5....89.......6.....47.4.2...6....4....2....745........8..1	543891762178362954269457183897614235615283479432579618984136527321745896756928341	23	4.5
9050	9051	2....9.3...1.4....4..73....5...126..............48...3......1...483...92.9......5	287659431631248957459731826573912648864573219912486573325897164148365792796124385	23	4.0
9071	9072	8.42.......7..12.4......97.3.294.1...7.......4.97...3.....263....1..8......4..7.1	864297513957631284123584976382945167576813492419762835795126348241378659638459721	27	4.1
9169	9170	2.....8...64.1...395.7...6......5.....9...3.......7......4..65.....6..82.1.95....	231546879764819523958723164123695748679284315485137296392478651547361982816952437	23	4.2
9196	9197	...53...16..9......5.1..6.88....9....3...1.5....6.39.2..9...7..58126....3........	798536421612948537453172698827459163936721854145683972269314785581267349374895216	26	4.3
9217	9218	....9..53.....76..5..2....94..5...9..81.3.....7..4..16.928....47..........81.....	847691253329457681516283479463512897981736542275948316192865734754329168638174925	25	4.2
9250	9251	..........4.27..1.317...9.....6.47...........23...5.4......8...........5..8.1..29	926831574845279316317456982581624793764193258239785641492568137173942865658317429	21	4.1
9252	9253	....4..8.1..9.7...5.7.16...84..3.9.............3....17.......59....931...28......	692345781184927536537816294841732965769581342253469817316278459475693128928154673	23	4.5
9263	9264	..91.6.2...8.....9.7...8.....74....6.4...1...5...9..8728.....5.9.1...2.4.........	459136728128547369673928145397482516846751932512693487284379651931865274765214893	24	4.8
9287	9288	...3.71........68..3..8.......7..4..57..638......9..6.8.5..4..9....1....94....2..	689357124157942683432681975396728451574163892218495367865234719723819546941576238	24	4.1
9367	9368	....7....7..4..6.552.3.....3...6.81...........81....7.....8.....3...4.526....7..9	963578241718429635524316798395762814476851923281943576149285367837694152652137489	23	4.1
9384	9385	329..4..........9...1.7...8...1.....7..2...346.3...2.......38....2...71...64.....	329864175867351492541972368254136987718295634693748251175623849432589716986417523	23	4.7
9397	9398	42........65....7......19.....7..8...14.....7.7.5.9.1...89.....95....28....26....	429687135165392478387451926692713854514826397873549612248935761956174283731268549	24	4.1
9507	9508	...9...23....2..87.8.....1.64..3.2...397..........83..97.8....1.6.27.........9...	416987523395126487287354916648531279539762148721498365972843651163275894854619732	25	5.0
9567	9568	..42..1.....74.6.......83.2....8..9...3.7..........51351..........86.....3...428.	854236179321749658679518342265183497193475826487692513518327964942861735736954281	24	4.2
9571	9572	.....25.....3...9..7..8.4........9..2....5.81.1..69.5..53........49.3.6.62.1.....	341692578865374192972581436536718924297435681418269357753846219184923765629157843	25	4.6
9680	9681	.1...57......7.3.1.....2.6..2...8.4...6...5...3.71...8.51......9..2........569...	614395782298476351375182469127658943846923517539714628451837296963241875782569134	24	4.1
9711	9712	....4.....82....6....1...35..3...7.....8.4.......1.98...6..5.799..3...4..2.6.....	537246198182539467649178235863952714791864523254713986316425879975381642428697351	23	5.0
9774	9775	.6....5..9.......4.47.6..2...3..1.5..74.....8.5..73.6....12......6..8.4.7.5..4.1.	861342597932517684547869123693481752174256938258973461489125376316798245725634819	27	4.1
9889	9890	.........98....1.41.5..6..7........56...83...7..9.....4..2...3...26.17...3...4.1.	273149856986357124145826397314762985659483271728915463461278539592631748837594612	24	4.3
10013	10014	.....3...7.2....48....84.9...8.....2.15.2.7...7.....1.1...4....8...3...9.537.8...	489273165762591348531684297398417652615329784274856913127945836846132579953768421	25	4.6
10058	10059	.3......91.9..6..5.2.7............8..1...24.32..94..........8..9....463....6.5..1	736458129189326745524719368493561287615872493278943516361297854957184632842635971	24	4.9
10084	10085	.6...4...7.......1..2..9.58.2.8.....4.8.93.......7..1..1..8.5....35.......7.31..9	861754392795328461342619758126845973478193625539276814214987536983562147657431289	25	4.6
10128	10129	...1...59..3.6.1...5...2..........9...6...38..9.34...28.2..7....7...4..5.35...2.7	264183759783965124951472638327518496546729381198346572812657943679234815435891267	26	4.4
10196	10197	...2...5..1..9.7..........827.6.581.6..1....9..5.....6.8..1..34...9..1...2.3.....	897263451513498762462751398279645813638127549145839276786512934354986127921374685	25	4.2
10335	10336	.7132.9......9..36......1..48.7.5...51..3....7.38.9.....468..9.9....3..4......2..	671328945248591736395467182486715329519236478723849651134682597952173864867954213	28	4.5
10340	10341	..41.927.7......4......8..3..1.3...7.92.........6.5...8..2...6.........2.6...45..	354169278718523946926748153581432697692817435473695821839251764145976382267384519	23	6.2
10382	10383	.9...67...563...24..32.....3.......5..4.......2..68.1.8......3......9........268.	291846753756391824483275196318927465964153278527468319875614932632789541149532687	23	5.3
10385	10386	1.3..4.52...1......8..........4.5......8....5....91.387.8...246..13.6...5.....7..	173684952965123874284957361819435627347862195652791438738519246421376589596248713	25	4.9
10495	10496	..8..7..46.....7......9.5....3....422.9.......1..74....2.54...8..1.8.......9.21..	158637294694125783732498516573819642249356871816274359327541968961783425485962137	24	4.2
10518	10519	.....328.....6..9.92......6......7.8168.5.......4......75.3.......6.7....3..1..4.	546973281781265394923148576254391768168752439397486125675834912419627853832519647	23	4.2
10543	10544	67...8..3..1..6...2..5.......6...3.7..........47..3.18....4.8.173.2........8....6	675928143491376582283514679816452397329187465547693218962745831738261954154839726	24	4.5
10593	10594	...73...146....7......648.5.7..18.949...7...38..5................7.4...82..1.5...	589732461462851739731964825673218594925476183814593672148327956357649218296185347	26	4.1
10605	10606	..1...2..5..8......8...6......1.7.2..2..5.9.....24.86.8.......534......9..6.93...	461735298579824136283916457938167524624358971715249863892671345347582619156493782	24	4.7
10661	10662	7.5.4...96..8.7....1....2...5.....8...9..83.4.8.7......47..39.......1.....3.5....	735142869692837541814695237456319782279568314381724695147283956568971423923456178	24	4.9
10696	10697	.9.3......6...2..72..8....54..6....29.............8.36.....75.....2...735...9..1.	895374261364512987271869345418635792936721854752948136643187529189256473527493618	23	5.3
10734	10735	......8.43.1.2...6.8.59.2.38..9.......9...4.2.16.......5.26.3......57...7..31....	625173894391428756487596213874932165539681472216745938158269347943857621762314589	27	4.7
10796	10797	56.2...3..9......13.8...54.....36.7......8...6.3......9.....85..5.6.......7..461.	561249738794853261328761549289436175415978326673125984946312857152687493837594612	25	4.5
10968	10969	.4.3....1..162.39..9.1..4.5...21.....5...6..79.....6.....93......5.72....2.....7.	648359721571624398392187465786213549254896137913745682167938254835472916429561873	26	4.5
10988	10989	..7..6...6..39..8..4....53.....49..5..81.3..9......24.9...8..74..........7.9.2...	137856492625394187849271536263749815458123769791568243912685374586437921374912658	25	4.9
10989	10990	..9..34.8.....9.5.1...4....45.........2.84......23...65.........3..52.9.6....1..2	279513468346829157185746239453967821962184375718235946527498613831652794694371582	24	4.3
11061	11062	.51.....97...6.........8..3......71.9..1..2.....45....2.49.76......1.....6...5...	351724869798361524426598173542839716983176245617452938234987651875613492169245387	22	4.1
11088	11089	..........1..54...2..8....664...3.9...3.95.8.8....6.7......935...1.....73.....4..	438967521916254738275831946647183295123795684859426173784619352591342867362578419	24	4.5
11129	11130	..62...57......9...75.3...8.13..68.2....8.4.......2.1..48.1....5......8...29.....	986241357321875964475639128713456892259183476864792513648517239597324681132968745	25	4.4
11187	11188	.8....1...2.8...34...9.1.7..1...7..24....2....6318........5....6.......18.73.92..	789463125126875934534921678918537462475692813263184597341256789692748351857319246	26	4.0
11246	11247	.3......24.8.3...9......5......1..8...16......7..4...3.5.1.3...9..5.........6.4.8	735496812418235679296871534649317285381652947572948163854123796967584321123769458	22	4.2
11266	11267	..9...8...2..58.4.1.4.......1...758.67.......4..8....3......1....794..2.2..7.5...	539174862726358941184629735312467589678593214495812673943286157857941326261735498	25	4.5
11303	11304	....1.4.756..9.......8.4.9.7.3.49..59......3............9...27..8..3...9.7...136.	398216457564793821217854693723649185946185732851372946139568274682437519475921368	26	4.9
11321	11322	.7........5.61..2...6..4.87...5...6.....9.2.8....7...3..4...3..3....1...26..8....	472859631853617924916324587148532769537196248629478153784965312395241876261783495	23	4.5
11346	11347	...5....91...87....8.....7.97.3.......2.1....6....92....593....8......36.2.4..1..	237546819196287354584193672978324561342615987651879243465931728819752436723468195	24	5.2
11381	11382	6.4...2..........8.....31..5..398..2.7.45.3....6.72...4...3....9.7.2.6.......9.87	614985273239617548785243196541398762872456319396172854468731925957824631123569487	27	4.3
11389	11390	.8..2......5......2.41..8..426.9............7.9..8.2.4.7...3192......5..162......	987524631615837429234169875426795318853412967791386254578643192349271586162958743	25	4.1
11439	11440	....4389.9.7.....4....127....8....7........35.6.3..9..692.........2.1.4......8...	521743896937856124846912753358629471279184635164375982692437518785261349413598267	24	4.2
11447	11448	.13...5.7..8..3....6...5.2.1.......4...5.6.....5.8..7..3..9.2..9...6...14......9.	213649587548273169769815423182937654374526918695184372836791245957462831421358796	24	4.2
11543	11544	.8..51..9....7....6..8....4.61.9..........4...78..6..1.1....2.3...2...5..9...861.	284651739139472865657839124561794382923185476478326591815967243746213958392548617	25	4.1
11554	11555	.7..6.9.1..6.9...5.5.8....72.......8...9.2.6...5.1.7...4...1..3..1...4.68........	378564921426197385159823647214736598783952164695418732942671853531289476867345219	25	5.0
11613	11614	851....64..96...2..7.....8..978.1...5.........264........2..819.....4.7....3....2	851732964439618527672549183397821456584976231126453798743265819268194375915387642	26	4.0
11615	11616	....53.692...1.........65..5.2........93..218...1.7.....45..8...8..7....6....1..3	478253169256419387931786542512968734769345218843127695194532876385674921627891453	25	4.0
11642	11643	.1.94.....9.....3......37....61.538...98.4....2........3.6.8.472......1..6...1...	713946528695782431842513769476195382359824176128367954931658247287439615564271893	25	5.4
11645	11646	2.4..3..5.1...74......6...1.....2....5..1..........5983..895.4....2...3..6.......	294183765613527489875469321748952613956318274132674598327895146581246937469731852	23	4.5
11656	11657	...3.89..1.......8..6....27....3.15...4.57...9....1.....9...5..6.38..7.......6..2	427368915135792468896514327768239154314657289952481673289173546643825791571946832	24	5.1
11688	11689	.6.7.5........4...2.78..1........4..4....2..63....79.....68.2...8.....3..19....7.	964715382831294567257836149175968423498352716326147958743681295582479631619523874	23	4.3
11701	11702	...6....4.1...36.........5..5..4..2....289..5.6......7.2.9....1..5.62....741.....	582697314417523698396418752851746923743289165269351847628974531135862479974135286	24	5.6
11750	11751	67..94..34...8..................6.........4581..2.7....3..7..94.....2.....193..8.	678594123423681975915723846359846712762319458184257369536178294897462531241935687	23	4.2
11809	11810	.....1...6..3..92...2.98.1.5....9..6.7.......3.1..2.5.8...25.9.2...8.7.4.........	798251643615347928432698517524839176976514832381762459867425391259183764143976285	25	4.2
11822	11823	.....6..33.5.9....8.....92.2.....1.5...2......58.4......7.5.39.9.3..7..6...6....8	492786513315492867876513924269378145134265789758941632627854391983127456541639278	25	4.8
11920	11921	9.........8......5.2.8.791..4..6...8....4..393....85....5......1...5.48..3.6.....	917524863483196725526837914249365178758241639361978542675482391192753486834619257	24	4.7
11934	11935	7....65..3.....4...4..13..9..6...82.........7...9.56..4.1.......3.5.1.....9.3....	718496532392758461645213789956174823184362957273985614461829375837541296529637148	23	4.4
11943	11944	6..8.1.4......9...1...3..6..8..1..5......783..5...84.6.18..36..3.7.....2.9.....1.	632871549875469123149532768983614257426957831751328496518293674367145982294786315	27	4.2
12090	12091	..38...76...........7.36..9.96.......3.4.7.....8.93.518.5.4.1......187.........2.	913824576682759314457136289296581437531467892748293651875942163329618745164375928	26	4.5
12109	12110	.6.4..5...9.........5..9.6.....1..2......73..12.53..........2.4....7..1685.....7.	768421539291653748435789162673918425584267391129534687317896254942375816856142973	23	4.6
12147	12148	.3...5.67.....1....9.6...1.6...8..........2.5.7.5...98.6......3..8.9.....1.3.65..	831925467726841359594637812645289731189763245273514698467158923358492176912376584	24	4.0
12240	12241	..8.....3.....3.91.2....4.....45......1..9.7.4...8..6.9.........4.9..527.....81..	168294753574863291329715486783456912651329874492187365917542638846931527235678149	23	4.0
12244	12245	...9......3562...1.18....7..61..4.5..5..7...3.....9....4......7.8....5.......14.6	674918325935627841218345679761234958459876213823159764346592187187463592592781436	24	4.3
12285	12286	..9.61...4....8.13......2....1....7.....23.6....18....3.7..649..9..5....5.......7	289361754456278913713549286841695372975423861632187549327816495194752638568934127	24	5.3
12299	12300	8.3..4...9..1...7...49....83....18.4.......9..9.2.6.51.2.4.5..7.........6.....9..	813574269962183475574962138356791824241358796798246351129435687487629513635817942	25	4.0
12384	12385	.1.......5.2.9.7....67........312..5....7.4...6..5.1...5..4.2....71...3......8.9.	719583642532694781486721359874312965195876423263459178358947216927165834641238597	24	4.4
12407	12408	..9.2........4.5....3.76.8...6753..2.....2...4...9...7.2......41.8...29.......1..	649528731781349526253176489816753942597462318432891657325917864178634295964285173	24	4.5
12491	12492	.....18...6......43.86.5.....7.2.1.5..587..........3..2.1.5.98.......75.........1	754231869162798534398645217837426195915873642426519378271354986649182753583967421	24	4.7
12508	12509	....6.1...7.23..8..2...549...1......2..57.....6..2...99......3.8.41...5.........4	485967123179234685326815497591648372243579861768321549917456238834192756652783914	24	4.0
12575	12576	........1....81..6...3.6.4.6..27.3......6.9.853........4...2.7..63.......8....5..	456729831329481756817356249698274315174563928532198467945812673763945182281637594	23	4.7
12599	12600	.63.8.94.......8.1...1....3...2....4.2..496..8.9.6...........1..3...2..67.....3..	163587942257934861498126753376258194521349687849761235682473519935812476714695328	24	4.1
12624	12625	......1..73......22.93.54..8.2.....1....8254..4....3.......37..5..1...36...95..1.	465827193731694852289315467852439671613782549947561328196243785524178936378956214	27	4.0
12685	12686	2...61.8..7..98.....62.......714...6..1.........9.34........265.1.....4..4...5..8	253761984174598632986234517397142856421856793865973421738419265512687349649325178	25	4.6
12707	12708	....5......27....47..3.9...4..9.87.....2..6....8.7....26....94..1.5...8..3...2..7	683451279592786134741329856456918723379245618128673495265837941917564382834192567	25	4.0
12723	12724	...1....459.....7.8......6..3..56.917.69...4.....3.....4..7.............6..5.478.	267185934593642178814397562432756891786921345951438627345879216178263459629514783	24	4.8
12789	12790	.943......37.1.........85...5...4.....3.5..279...7.8....96............424..2..61.	594362178837415269261798534756824391183956427942173856329641785618537942475289613	25	4.0
12887	12888	9...15.2.1...34.5...2.........5..4..68.......3....8......7..8......92..1..1...96.	943615728178234659562987314219576483684329175357148296495761832736892541821453967	23	4.6
13192	13193	8..1..7......9...17...3.9..6.2...8...8.2.6..3..3..1..2.34....5....96....5........	869124735345697281721538946652349817187256493493871562934712658218965374576483129	24	5.5
13196	13197	...2.........86..761..9.2...2.37.85..8....7......6...1......5..95...4...46..1..78	378251496295486137614793285126379854589142763743568921831627549957834612462915378	26	4.1
13210	13211	2.....3.9....5.4....89...6..3.7.6....8....7.5..1......8.729.....6...5..3.1.6...7.	274861359196357428358924167435786291689412735721539684847293516962175843513648972	25	4.0
13237	13238	8...7..........567..9.3.........7......9.1..548.25...15.2.....9.6..9.814.........	825674193314829567679135248951487326237961485486253971542718639763592814198346752	24	5.0
13243	13244	.645..39..324....6..5..84.......1..7....3......67....4..1.....8....4.6...438.....	864572391732419856915368472459681237187234965326795184671923548598147623243856719	25	4.0
13265	13266	...65.3...3......69...7..4.5..1....94....51.21...8..5.34..9......52...3..89.6....	814652397732419586956378241563124879498735162127986453341897625675241938289563714	27	4.6
13267	13268	7..........8.....5.69..1....1..52.4.4..8..6.1....7....3...9..7..2....9...8.3...6.	732985416148763295569421387813652749475839621296174853354296178627518934981347562	23	4.0
13275	13276	.8....7...7..9...2....81.968.2.4.....6..3...19..8......31..45........3.....36...7	489256713176493852325781496812647935764539281953812674631974528547128369298365147	25	4.0
13297	13298	1..3...7..8.....1.2.3.4.5........6.9.....7....315.........293....94....8.2.7.6..5	195362874486975213273148596847231659952687431631594782514829367769453128328716945	25	4.1
13363	13364	.8....5..3...4..1....6..2.4.1......7...37..6...6..1.2..784.3.....9.1...8...2...4.	684129573327845916951637284415962837892374165736581429178453692249716358563298741	25	4.3
13368	13369	.7.....8....2..79...3..7..6.5.49..7..1....6342................874..6....6....14..	172649385468235791593187246856493172917528634234716859321974568745862913689351427	24	4.4
13510	13511	.....82....2.3...48...5.9.31.634.....2.6............7.......1.9.9.8.5...3.79....8	643798215952136784871254963186347592725689341439521876568473129294815637317962458	25	4.9
13569	13570	....23..8.1......5...8...6.65...2.9.1.....7...72..1...9..5.8.2............394....	465123978218679435397854261654782193139465782872391654946518327781236549523947816	23	4.3
13623	13624	6....31....1.8...27....5..........2..2..5.8......1.9.61....4....9..2.3.4..7..1...	689273145451986732732145698915768423326459871874312956163594287598627314247831569	23	4.5
13662	13663	..1.5..3..9.7............78...68....6..4.3..7.....1.43.8.....1.2.41......67.9...5	871956234392748561456312978743689152615423897928571643589237416234165789167894325	25	4.0
13672	13673	..4.9...6.3.6......7.1.2..3.....9.6......42.1..13....49..8.......3..7.4...2....5.	824593716139678425675142983457219368368754291291386574946825137513967842782431659	24	4.2
13711	13712	7.4.......6..........51.2...4......2..5.6...8.....193...39...86.18.4.3.7.........	754329861261784593839516274347895612195263748682471935423957186918642357576138429	23	4.5
13740	13741	..2.1..841.....57...3....2..9...82..6...9......1.4...92.8....5..1..........782.6.	572613984186924573943875126794368215635291748821547639268139457317456892459782361	25	4.1
13750	13751	...........3.2.4....254...7.....9...79....5..4...65.92...1....6..1...28.8...96.7.	547681923163927458982543617325479861796812534418365792279158346651734289834296175	25	4.8
13768	13769	....1.3...4..5...6.2..4...92.8.....5.1...8.2....9...6.......7..1....3...6851....3	567219348943857216821346579298764135716538924354921867432695781179483652685172493	24	4.4
13816	13817	.........2...5.6....7..8..3.4..87.9.1..9....6.8946...5....9..18.....5..4...1..56.	436219857218753649957648123642587391175932486389461275524396718761825934893174562	26	4.0
13847	13848	......9.3..1.......3.....87..6.2..45..95.4.3..........9..1..8.46.27.....4......2.	864257913791483562235619487386921745129574638547836291953162874612748359478395126	23	4.9
13907	13908	5.......2...3.4....3..17...8.....1.6....3...51..6.2...4.....5....87.....67..53.4.	547896312981324657236517489823475196764931825195682734419268573358749261672153948	24	4.9
13910	13911	7......84...16..........71.....7..9.8.......3.1.9..6.7.3..91...4.2.........3..2.9	761523984948167352253849716326475891879612543514938627635291478492786135187354269	23	4.2
14017	14018	96..7.......83..9.8..2.1..7......82..9.4..6...38........7..2..4...1...5.....589..	961574238275836491843291567456317829192485673738629145517962384689143752324758916	25	4.0
14036	14037	9.......5.1....6..5.6..4......2....1.....875..8......47.431.8......27.......9...2	972681345418532697536974128647253981293148756185769234724315869869427513351896472	23	4.0
14069	14070	....4....7..8....1..4....7.....3..5...6.5.3.82....81...9.4.5.....13....6....7...3	139647285765829431824513679418236957976154328253798164397465812541382796682971543	23	4.6
14098	14099	9.6.3.....485.2...........1.9..75.....79..81.6..4..9.5........3....6...2.71......	956731428148592367723648591894175236537926814612483975265819743489367152371254689	24	4.0
14148	14149	28...4.....6......5...7...91..5...7.89.....21...2....3....1.6.....84..9..7...9.5.	289354716716982345534176289162538974893467521457291863948715632625843197371629458	24	4.4
14214	14215	.4..1.6....5.73.2...324..........9...36......8.26.75....1..2..56.....1...5..6....	248519673965873421713246859574128936136954782892637514481792365629385147357461298	25	4.9
14247	14248	...284..15...6.9..............4...75..4...83..8.53......5....974..8.3...29.75..4.	936284751527361984148975263319428675754619832682537419865142397471893526293756148	27	4.1
14250	14251	5.8.1..6..3...6.....6.49.....4...7.9.7....2.......16..6.....92.85.2....7.........	598713462437826591216549378164352789375698214982471653643187925859264137721935846	23	4.4
14252	14253	...9.....49..7......5...8.7.......2..3..9...6..24.8..3....167.4.6...3....7..4..1.	726985341498371562315624897641537928837192456952468173589216734164753289273849615	24	4.0
14265	14266	..7....6....523.1..8........6.9.25..9.8....2....68.........7..4.51.9.63..3....9.1	127849365649523718385761249463912587918375426572684193296137854751498632834256971	26	4.0
14291	14292	1..6......492.....5...3...7.9...6..4.5....3..3......25..1....56....817.....7...9.	173695248649278513582134967297356184456812379318947625731429856964581732825763491	24	4.3
14319	14320	.2.98........2..1....51.9....967.5........7....4.....9......1..23.....4.9.73...8.	721983456596427318843516972389671524652849731174235869468752193235198647917364285	23	4.4
14349	14350	...487....2........54...6..1..2...9..4......6....38.5...296.....1...5..7.86...4..	691487532327651849854392671135246798248579316769138254572964183413825967986713425	24	4.5
14359	14360	.827.3..4....45....3...........1.......6..9.28.9.2.17...315...8.......2..21..67..	982763514176945283534281697247519836315678942869324175793152468658497321421836759	26	4.3
14386	14387	4.8..5..7.7...839.....1...6.271.....1....37.....5........4.9...78......9.65...4..	498635217671248395532917846827194563159863724346572981213459678784326159965781432	25	5.3
14510	14511	...6....8....7.21.....9.64...85...........19.563......7..9.....18...7.3...43.....	471623958896475213325198647918542376247836195563719482732954861189267534654381729	23	4.4
14544	14545	3..7.4.6....65.3...4........5.8..7.31.......9.3..9..48....8......14...95..9..2...	398724561217659384645138972954861723182347659736295148523986417861473295479512836	25	4.2
14602	14603	.9..2...454..9.........61....9.4.81.1...524.3......2..7...1....65.7.......4......	891325764546197328327486159279643815168952473435871296783519642652734981914268537	24	4.7
14644	14645	6..........9..142.2...9...3...1.79.24..6..3...5.....4.5....8....4.7..1.8....3.5..	634572819789361425215894763863147952472659381951283647597418236346725198128936574	25	4.2
14736	14737	....5.4...94..8...35.6.4.2....8371....9.........2....42.......997...651...5...73.	627953481194728653358614927462837195739541268581269374216375849973486512845192736	27	4.2
14750	14751	.7....46.1......92.6.....7...1......8....4756...52.8..6..9.8.4....2.6..5..9.5....	273195468184763592965842173541687329892314756736529814657938241418276935329451687	26	4.0
14753	14754	5....9....73......2...3..1....4..5.3.2....9..1..5..6......4.7.6.428.....68.......	514289367873614259296735814768491523425368971139527648351942786942876135687153492	23	4.6
14764	14765	......3...3..1..4...5.96.8..2.8.3..6.....9.7...652.....97..1.....8......6.32....1	961482357832715649745396182529873416384169275176524938497651823218937564653248791	25	4.6
14810	14811	6.....8.......42....12.3...1........8...46..5..689.7.1594..........2..67.......4.	623957814985614273741283659159372486872146395436895721594768132318429567267531948	24	4.2
14853	14854	...3.592..728......9.7..1......46.....5...4.8.......7...........61.8..9393.....1.	148365927572891346396724185783146259615279438429538671854913762261487593937652814	24	4.4
14871	14872	.3..8..74.........2..1....9.....8..3.4.3.9...92..7.4.16...9..1....2.7.....5...6..	531986274894752136267143859756418923148329765923675481682594317319267548475831692	24	4.0
14924	14925	7..2.....4..1......5.8.7.2.....4......4.712...7.6...81......34.58......63.....1..	798264513432195867156837924215348679864971235973652481627519348581423796349786152	24	4.8
14936	14937	.8.1.9..7..987.2.......4..946..........9..3....2.5.7.8..3.......1.2.3......74...2	386129457549876213127534689461387925758962341932451768273615894814293576695748132	25	4.3
14959	14960	43.2..8...6.3..5....5...1...29......5...8..9.....4.2.765.........2.1...43..82....	437251869168397542295468173729136485543782691816549237651974328982613754374825916	25	4.1
14966	14967	.9....12...21....4.5..3.9..7......3.1..5..84...8.....6..3.4..........6.89..7.....	396487125872159364451632987724968531169573842538214796613845279247391658985726413	23	4.5
15049	15050	.6..7.2...8.2..96....3...15.....3.4....7.....53..9....1.2...4......4.62...9.3...1	965871234381254967724369815297613548418725396536498172172986453853147629649532781	25	4.0
15088	15089	.....7.6.......1..5.14....2.1.2....6..276.9...9..3.8....4..1....5.9.....3...7.6.4	248317569967852143531496782713289456482765931695134827874621395156943278329578614	25	5.0
15133	15134	7....5..62......9.....68..4.79.....84...976...2..5..4.......169.......3....1.24..	714935286268714593593268714679421358485397621321856947842573169157649832936182475	25	4.0
15160	15161	39.....8.8.7....5......8..61....3..22.87...957.....1.......452.9..5.2..8...9.....	396415287827396451451278936149653872238741695765829143673184529914532768582967314	26	5.6
15213	15214	35..62....687...2.............4.571...1..73.2..4....8...28.1...7.......3.........	359162874468739521217548639823495716591687342674213985932851467786924153145376298	23	4.4
15325	15326	....793...1.63...9.........7...58.4..8.9..2....4......3..4..8....1..6.....7.916.5	628579314415632789973814562732158946186943257594267138369425871251786493847391625	25	4.2
15349	15350	6.....2...8137..6......9...52...617...72....81...........89..2...6....53.....39..	673548219981372465245619387528936174437251698169487532314895726796124853852763941	25	4.6
15374	15375	...8...9.....215.61....9.7.34.......7.5.......2..34..5...962..4......2....87....9	452876391973421586186359472341597628765218943829634715517962834694183257238745169	25	4.0
15379	15380	4...26...5..........351..6..42.8.7..86...42.5...96....6.5.....7......3..23......8	418726539596843172723519864342185796869374215157962483685231947974658321231497658	26	4.0
15411	15412	.9..2.....2......67....3.5..31.9684.......6..8...4....3..2..1652....8..9...1.....	495627381123485976786913254531796842974852613862341597348279165217568439659134728	25	4.1
15450	15451	...7...3.3...9.2.4.6.........4.7..96.7...2.1....9.14....6....71.3.....4...5.6....	549726138387195264261438759124573896978642513653981427896254371732819645415367982	24	4.7
15459	15460	3.6..9....5.....46......1.8........1.839..45......2.8.1.9.46....7...32.....2.....	346819725851327946297654138462785391783961452915432687129546873578193264634278519	24	4.4
15478	15479	.3...7.....2......47...9.36...34.2..2.76........1...8.1.5.6.4....6.....27.......5	639457821512836947478219536861345279247698153953172684125763498396584712784921365	24	4.6
15496	15497	...851.........27.3..2.6.4..8.....9.9.....8...5......3..3....2.....3.....6291...5	724851369615493278398276541481325697936147852257689413173568924549732186862914735	23	4.7
15497	15498	.6...9..7.81..7..2....4........76..8......2...26..3.4.5..31......4....8..9......3	465829317981637452237145869149276538853491276726583941572318694314962785698754123	23	5.3
15526	15527	..5.3869....4..2...28..5....495....2.....3....3.7...8....8...7...49..56..61......	415238697376491258928675314149586732857123946632749185593862471284917563761354829	26	4.0
15538	15539	......5....9.4..6..4.8.52.92....4.1.....2..7..537.......7.....6.....1...3..5.9.4.	632197584589243761741865239278954613164328975953716428897432156425681397316579842	24	4.2
15575	15576	2....8.....3..9....51.......9..24.6....5...4....3..5..8.......4..9.3.7.1....7..2.	246718935783259416951643278395124867628597143417386592872961354569432781134875629	22	5.0
15587	15588	..4.7.....3..48...1..9..6.........8.6.........2..54.3.....8...736.7.9.4....1.....	594671328236548179178932654459316782683297415721854936912483567365729841847165293	22	4.2
15625	15626	...4..6.2..45...1..2....7....8..6.9.7...89....9.7..42...1.65.....9.....5.8....2..	917438652634527819825691743358246197742189536196753428271365984469812375583974261	25	4.1
15633	15634	..15....339.1...6.....4.......4..21..3.95.7.......2.9.2..3.....5..2..68.96.......	421569873398127564756843921679438215832951746145672398287316459513294687964785132	25	4.3
15646	15647	......5.7...89....7......4...9.462...18.5.....6......4...2......4..8...312.5...6.	281463597654897132793125648579346281418952376362718954836279415945681723127534869	23	4.8
15661	15662	..87..5......4....1..3...2....8.97.1.......9..2..6...57.....3...5.47...9.346.....	248791563593246178176385924465829731817534692329167485781952346652473819934618257	24	4.5
15739	15740	....4..381.....46..7.....1.....7...976...51.2.....4.7...34.......8..2...9...1...3	596741238132859467874623915425176389769385142381294576253467891618932754947518623	24	4.6
15759	15760	...936...9..2....8.6.58.3.........3..5.1..6..1.7.....4.....4....8....1.7...7...2.	278936415935241768461587392896475231354128679127693584712864953689352147543719826	23	4.2
15768	15769	....6..27.1.423.....89.1.........43.4.53....6.6......5..1..5.9.53.78.....9.......	943568127716423589258971364129657438485312976367894215671245893532789641894136752	26	4.1
15795	15796	.48....6.7.....8.......5.91....7...62..3..57...........8...2....9.6.3.4....9...3.	148729365759136824362845791935271486214368579876594213683412957597683142421957638	22	4.1
15837	15838	..52.6....9....63....9..5.1.1..........3..8.9.4..5..1.1...8...7.5....9....35.2...	735216498491875632682943571318794265567321849249658713126489357854137926973562184	24	4.2
15890	15891	..1.....625....7..67..312............4.....1......69455.2.1...38..5........32..7.	981752436253684791674931258169245387745893612328176945592417863837569124416328579	25	4.1
15900	15901	...74....9.45..3.....6...2..6..1..7.5.....98.........4..14.5..8.2...8....5...3...	632741895974582316185639427863914572547326981219857634391475268426198753758263149	23	4.4
