	id	puzzle	solution	clues	difficulty
182	183	...16273...94..5.............5..1..6....53....8...6.2.89.5....7..2......357......	548162739239487561761395482975821346624953178183746925896534217412679853357218694	24	1.4
183	184	....287............635....4...3..9.....2....741..97......67.3.8..6...5...81.5...6	159428763842736195763519824627345981938261457415897632594672318276183549381954276	25	1.0
184	185	2...169.....2..78...........365.7....7.6...5..4...3..71.5.......9..8......47....1	257816934419235786368974512836527149971648253542193867125369478793481625684752391	24	1.6
185	186	3.7..6..4..4.5...9......1..21.3.95.....71.......6.....7.....6....3...2.8..6....3.	357196824184253769962874153218349576639715482475682391721938645593467218846521937	23	2.6
186	187	..1.97..4......6........52.....1894...7.....3.4........2...4.5...6.3..1..7.6..3.2	261597834485123679739846521652318947917465283348279165123984756596732418874651392	24	0.0
187	188	61...28...8..4..5...5..........8...1......4..192.......6....2.5...7...3.4...39..7	617352849389641752245978316534287961876195423192463578763814295958726134421539687	23	3.7
188	189	.6...95.2..4....3.83...2.........2.99.....8......4....5.6.2..4...36.........7.3..	761439582294587631835162497348716259917253864652948173576321948183694725429875316	22	0.0
189	190	...3.......5...9..68.9.4.1.....6.7...2..9.6..1.3....2...415..6...2.........437...	491375286235816974687924315549261738728593641163748529974152863312689457856437192	24	0.0
190	191	..9..5.8..3....6......74..97.6...9.5.15.97...2...6..3..8....1.....72...........9.	429635781837912654561874329746283915315497268298561437984356172153729846672148593	24	2.4
191	192	.7.2...3...6..85......6.8....5872......1......3....7...13.....6.4.3...9.5.79.....	874295631196438527352761849465872913789153462231649758913584276648327195527916384	24	0.0
192	193	38...7.565....42.8..9.....36.5..............2.9.6.34...........24.13......1.9.8..	384927156567314298129865743675241389413789562892653417958472631246138975731596824	25	2.5
193	194	.8.5..4.17.4.2.5.........92.6..............28..316.....5.91..........9..6..75..3.	289536471714829563536471892865247319471395628923168745357914286142683957698752134	24	1.5
194	195	.57.9.....6.2.19..2.....5...4.96................4.8.6.8.5...6..7...4.31..2.1.....	157893246468251973239674581541967832682315497973428165815739624796542318324186759	24	2.2
195	196	89.7...4...6....85...2..9...6.3....9.5..6.........1..26.4....1..72...3.4..5......	893756241426193785517248936768324159251869473349571862684932517172685394935417628	24	1.1
196	197	..4...5...2..56....3....1....5.....7......2.9.712.43.....3......1.57....4.....98.	164837592729156438538492176245963817386715249971284365692348751813579624457621983	23	0.0
197	198	.47..123..........83.5....7....5......3..91...8....4.36...8....5...46.9...819....	947861235125937864836524917461358729253479186789612453694283571512746398378195642	25	0.0
198	199	..5.1.28.....76.1........536........2...685......4...8...3...26........9..4..23..	965413287832576914471829653618735492247968531593241768759384126326157849184692375	23	0.0
199	200	.45.........2...39..81...7.....5.64.8...9...7.7......11..5.7.8......94....3......	345978162617245839928136574239751648851694327476823951194567283762389415583412796	23	2.3
200	201	....386....5...9..2..........6..1..4.......2.....438.74..8.6...1.8.2.....9.5..7.8	914738652835462971267195483786251394349687125521943867453876219178329546692514738	24	1.8
201	202	...8.95..........6....45.....5.2.36......4..2.4..6...796.......8.19.....7......28	426839571589217436317645289195728364678394152243561897962483715851972643734156928	23	0.0
202	203	..27.61.....1..6..4.......5..3.7..2..4.9...5......8...5...6..7...7....9.89......4	382756149975184632416293785163475928748912356259638417534869271627541893891327564	23	3.6
203	204	7.3...15.42...93.............614..8.............68...3.95..6.2.3....85..2...9.4..	783264159421859367659317842976143285538972614142685973895436721314728596267591438	25	0.0
204	205	8.....4.2.3..2.6..5....8.....3..9....5.....1.6.9.3.....8..4.1.9..137...84........	817693452934725681562418397123859764758264913649137825386542179291376548475981236	24	2.4
205	206	.....13.7.9.......6....5..4..91.3....2.8..7.151.........26..8...3.....5.4....96..	245961387893742165671385924769123548324856791518497236952614873136278459487539612	24	2.6
206	207	2..43......45...29.568.1...6.8......13...2.9.......4.........8.....1..52.2..65..7	287439516314576829956821374648957231135642798792183465571294683463718952829365147	26	1.4
207	208	.....8..352....9...4...65.....2...7..834.....6......41.1....4...6.3.......2..9..5	976548123528137964341926587194265378283471659657893241819752436765314892432689715	23	0.0
208	209	3.......892..4..7...8.2.69.19.46...3.4...3..5.....9..68..75.....7.........2.3....	314697258926845371758321694195468723647213985283579146831752469479186532562934817	26	2.6
209	210	.3..1...418.....3.2....36.....9...15....2...79...65.....64...8.3.........1425....	639517824187642539245893671763984215458321967921765348576439182392178456814256793	25	0.0
210	211	....6....2..8..7...4.......43..9.2.7....5.14.........5...6.....71.3.84..8.2.7...9	578261934293845761641937528435196287986752143127483695354619872719328456862574319	24	0.0
211	212	831.........35......9...........53..4.8....7..97.4.65..7...9..36...7.9...2.8..1..	831496725762358419549217836216785394458963271397142658174629583683571942925834167	25	0.0
212	213	..3...7...2.9.7...5..2....89.......66....293....6..4...5..43.6.7.9.8..4........5.	493861725826957314571234698942318576685472931137695482258743169719586243364129857	25	2.6
213	214	.....4...8.6.32..9.3..698.......87..9..6..5....1.......45....6..8..2.....62.45..8	597184236816732459234569817623458791978613524451297683345871962789326145162945378	26	2.5
214	215	..69...7.2....4.9....56....86.13...49..45..3..........4.3..7.8........4..1...97..	186923475235874691749561328867132954921456837354798216493617582672385149518249763	25	0.0
215	216	......293.6..49......3.......2...5..1...7.82.5.7....4..5.8..6.94...2....7........	874561293361249758925387164642198537139475826587632941253814679498726315716953482	23	0.0
216	217	915...73.....2.9...24.3..65...1..3..5.2.....9..1.98.7....4...9..5.......6....75..	915846732836725941724931865497162358582374619361598274278453196153689427649217583	27	1.4
217	218	7.598.1......16.....8...6..64....2....7....3.....5...7........33....25.62...6..81	765983142492516378138427659649738215527691834813254967986175423371842596254369781	25	0.0
218	219	37...81....5...........24.....534..9..1....7.5.8.......4....9...6..4...5....9.28.	374958126215467398689312457726534819491286573538179642843725961962841735157693284	23	0.0
219	220	.64...137..1...52...2.3.....1..2.8.......57.....71...4..3....9.58......6.....2...	864259137391476528752831649617924853948365712235718964123687495589143276476592381	24	1.7
220	221	.4.........3.2.........59.1.8...9.3.129....8....7..4......7.69.6..31...22....8...	548197263913426758762835941487259136129643587356781429831572694695314872274968315	24	2.9
221	222	3..2..9......7.5.1......6..1...5...2..7..9..3.....3.4.983......2......98..5.3....	354216987698374521721895634139457862847629153562183749983762415276541398415938276	23	2.6
222	223	5.9.....3..35..2..7.......88.4.9.....3.4.........82.6..5.16..8.........7.6......9	529876143483519276716234958874691325632457891195382764957163482348925617261748539	23	0.0
223	224	1.3....25.5......468.1......395.....5.....2.6....97......7.1.5.............2.9617	193476825752983164684125379439562781578314296261897543326741958917658432845239617	25	2.8
224	225	..36.1..7.......69.1..8.3..3...25...2.1...6....9......6...4..5...21.3.4..8.......	923651487845237169716489325368725914251394678479816532637948251592173846184562793	24	0.0
225	226	3.......1...48.75...2...4...3.......6..89.......5.4.2.1.59...........6....6..73..	348675291961482753752319468539726184624891537817534926175963842293148675486257319	22	0.0
226	227	.84..93..93..7....6..2......7.4..1..2....7..3.43....62.....2.758.......1.......9.	784519326932674518615238947576423189298167453143985762461392875859746231327851694	25	0.0
227	228	6.7...4...18.25......4....9....82..........6....746.5...42.8....6....7..3.2...1..	697831425418925673523467819136582947745193268289746351974218536861354792352679184	24	0.0
228	229	.2...9.4.3..4........25..9......8.6....64...3.59.138...7.....5...1.....9....67.32	528379641396481275417256398134928567782645913659713824873192456261534789945867132	26	3.1
229	230	....8.7.6..49...5...63....4.3..4.21..58.213.....56.....6.......183.....2....35...	395184726214976853876352194637849215458721369921563478562418937183697542749235681	27	2.4
230	231	........2..1..697......85...34......9....76...7..5...43...8...7.5.6..3...6.4....8	695734812841526973723918546534862791982147635176359284319285467458671329267493158	24	0.0
231	232	........4....53.1...281.....4.9.2..5.3....7...78.6....1.....5.8.85....2......7...	913726854867453219452819637641972385539148762278365941196234578785691423324587196	23	3.5
232	233	...9..2..91..728..3...6...4...3...2.......13...4......6.2....714.572.......6.....	547983216916472853328165794861357429259846137734219685682534971495721368173698542	24	0.0
233	234	...358....6.7......582..1...4....6..7..63......2..4.71.....2....79...4........93.	917358264264719583358246197143827659795631842682594371436982715579163428821475936	24	2.9
234	235	92.4...1.1.8...5.....1....6..7...9.53..7......9.3.1...4.....6...8..9..7...32..8..	926435718138967542745128396817642935362759184594381267459873621281596473673214859	25	0.0
235	236	7....9.1.........642..5....5.6...24........9....23..5.....48...69...7..4.8..9.3..	763489512951723486428156739536971248247865193819234657372548961695317824184692375	24	3.1
236	237	..62.8...89..5...1..5.....2.4...6.......7..39.5..4.1....7.3.......8.42.....1..5..	436218957892753641175469382341986725268571439759342168927635814513894276684127593	24	0.0
237	238	9...6...1..18..........9..7.3541....46.3.....1....5.....8...3...5..97.18...68....	923764851571832946846159237235416789469378125187925463698541372354297618712683594	25	1.8
238	239	...5......85.16..2..7..8....5..9...7..1..29....4.7..5.23....6.........9.4..2....3	142537869385916472697428531853694127761352948924871356238749615576183294419265783	24	1.7
239	240	6....2.....1...98....6.7....45...7..2..71....1...3.5....6.2..1.3...7......9.....4	638192457721543986594687123945268731263715849187934562476829315352471698819356274	23	2.2
240	241	1......5..2....1.4.7..6........2.5...37.....8....9..2.9...54.....21....3.1...3...	198742356625938174374561289469827531237415698851396427983654712542179863716283945	22	1.8
241	242	4.3..6........9.3..8....15...56.13..61..9.8.4.....4...9.....6...32......1....7...	493516782571289436286743159845621397617395824329874561954132678732468915168957243	24	2.3
242	243	87.9.........3219.3......8....47.5..........32........75.1......96........8..492.	871946235564832197329517684983471562647295813215683479752169348496328751138754926	23	0.0
243	244	.7...4...9.1...8...36.......4...2...1...4...3.9.....26.6.2........58.1.9.....9.3.	278164395951723864436895217643952781182647953597318426769231548324586179815479632	23	0.0
244	245	4..62....2..85...636..1......8....697..34...2............2..9.4.2...93.5.....5...	481623597297854136365917248538172469719346852642598713856231974124769385973485621	25	3.1
245	246	69..3.....759.....8.4...9...5..7..1...2...7.8...34.......5..8.......8...3......94	691734285275981346834625971953876412462159738718342659149563827527498163386217594	23	0.0
246	247	....7.2..3.....8.949.2.6..78...4....67....5.......849...29.3...7.......8.4.....3.	568379241327514869491286357839645712674192583215738496182953674753461928946827135	25	1.9
247	248	7.4.19.2.....2.6..2....8..58....47.......3..8..5..71....9...3....6....1.1.74.....	754619823398725641261348975813564792672193458945287136529871364486932517137456289	25	1.6
248	249	3......8..12.9...5..8.4....1.94..........96.45..3..1......2.8964...6.......1.....	354671982612893475978245361169452738823719654547386129731524896485967213296138547	24	1.1
249	250	..35........6.......8.94....6....98..7.....1....17..5...7.4.2.5...3...48..2.1.6..	923581764754632891618794523461253987875469312239178456187946235596327148342815679	24	1.0
250	251	.........6.387..9....1.64....7...1....9...6523...6...89..5..2...4.7...6.7...43...	194235786623874591578196423267958134489317652315462978936581247841729365752643819	26	1.3
251	252	7..4...3..9..1.....4....2.9.....37.5..3.2..........16......795..79......8.5..6..4	721459836398612547546378219984163725163725498257984163632847951479531682815296374	24	2.9
252	253	7....3.8.3...7..9.4..9.6..75..8.9.....9....65.2...4..9.4.6.5........8.2.6.8.....1	796253184385471296412986357564839712839127465127564839243615978951748623678392541	27	0.0
253	254	..97.68...1........3..2....4.......6....7.2...539....7.....174..4..6...3.9.3..6..	529736814816459372734128569472583196981674235653912487365291748147865923298347651	24	1.2
254	255	...8..9..79....15....1..3.836..7........3.....79........1..4..6....8...25.4....3.	213845967798263154456197328365978241842631795179452683981324576637589412524716839	23	0.0
255	256	..7..89.5..2...1....69......8..........2.6..85....934..2.4...........73.94...5...	437618925892534176156927483284153697379246518561789342723461859615892734948375261	23	1.2
256	257	.....3.2..5..8......84...617..56....8.....6.9..9..17..32...8.........3..9...1...7	697153428451286973238497561743569812812734659569821734324678195175942386986315247	24	2.3
257	258	..3..72.1...........52..98.......8...6.5...1...8.63.7.8...52.6.........9.79......	683497251792815634145236987531724896467589312928163475814952763256378149379641528	23	0.0
258	259	2.18.....7.8..3.6..39..2.......94........827...37.....94....5......25.........8.1	261879354758413962439562187587294613194638275623751498942187536816325749375946821	24	0.0
259	260	...7.86......21..78..5...9........1....9....6.42..3....9.....5831.......6.4..57..	523798641469321587871546392756482913138957426942163875297634158315879264684215739	24	0.0
260	261	9.2........4..8..27....1..4....3..41...1...7......93....5...4...1956........7.8..	962457183134698752758321694687235941293146578541789326375812469819564237426973815	23	0.0
261	262	....31..6.3.2.78....64..5....3......7.8..4.2.42.....5.......39.........56....8.7.	892531746534267819176489532963725481758614923421893657245176398387942165619358274	24	1.9
262	263	...7.4......8..5.2.8.53.1...3..59..1......9..8.......4....13....5...23.6.2.4.....	315724698746891532289536147437259861562148973891367254978613425154972386623485719	24	2.0
263	264	.9.5.......4......3.8.2.6..8.6.7.42....9...87.....4........9..5...1....327.......	691538742724691538358427691816375429542916387937284156183749265469152873275863914	22	2.9
264	265	.45......3.6.5.7..........2.1....4....96.81.........8..84..76..2...9....6.....83.	945782361326951748178364952812573496459628173763419285584137629237896514691245837	23	0.0
265	266	2.4....8..8..2.1...195..7.4......8.5..6.4......2839......7.495....95.4...........	274691583583427169619583724431276895896145372752839641328714956167952438945368217	26	2.0
266	267	...1....28.7....3.6..9..4..7.54.3...3...5.7.........9..3...1.....1.....4..47.2..5	459138672827564139613927458795413286386259741142876593538641927271395864964782315	24	0.0
268	269	..4..6...3...5.97.7.....56...567..32........1.614......3..8..2....9......27......	954736218316258974782149563495671832273895641861423795139587426648912357527364189	24	3.7
269	270	.....5...15....8.......361...8752...2.......7.9....5.196..814...71.........4....9	836215794159674832724893615318752946245169387697348521962581473471936258583427169	25	0.0
270	271	..3...8.5....1.....7...5.932..9......6...3.19......32....2.4.....51.7...84......2	913742865586319247472865193234951786768423519159678324397284651625197438841536972	24	1.2
271	272	.....4.63724.....1......2...7..1...2...4......69.3...5....8....5.2..63.7.3...7.16	185274963724693851396158274473815692251469738869732145647381529512946387938527416	26	2.4
272	273	3...2..7....4.....27..85..9...5...68.......5.5....9.....43..1...2...7...1.8.....5	345921876689473521271685349417532968892716453536849217754368192923157684168294735	23	0.0
273	274	.6....1....5..9.8.4.8...3.6....7....6.3...5..5.......77.....2.....69...32....86.9	967823145315469782428157396182576934673984521549231867796345218851692473234718659	24	0.0
274	275	.....491..4......5..1.9..82.1.....2....9416..6.........8.2..15.7.5.....8....78.4.	372854916849126735561397482917635824258941673634782591483269157795413268126578349	26	2.1
275	276	...8.......9..1....8..5..3...2..8..4.......17.14.....9.9.....62...6378..1..9..7..	621843975539761428487259136972318654856492317314576289793184562245637891168925743	24	2.7
276	277	..43.17..9...........4..25..2...8..5.....9.32....5...836....8.14..6.......8...6..	654321789972865314831497256729138465586749132143256978365974821417682593298513647	24	1.4
277	278	.41.3......7.6.9.........5757.........2..5.86..4..83.....4.1......9..7.........39	941537628257864913683129457578316294392745186164298375739481562826953741415672839	23	0.0
278	279	.6.8.2.....1...5.2......3...92..186.1...7.....8.3.......9....41...2.76.....4....5	763852914941763582825194376392541867156978423487326159239685741514237698678419235	24	3.4
279	280	2..8....1..56.........91..7.9..13....3.5.....7.2.6.....7.3..5......82.4...6....7.	247835691915627384368491257594213768631578429782964135879346512153782946426159873	24	2.6
280	281	.7.........8.1...3..34.25......4..5.6.....2....5179...5......7....8.412.......6.8	174563982258917463963482517839246751617358249425179836582691374796834125341725698	24	0.0
281	282	5..8.1.7.16........7.....9.....1.4.....73..68....4..........7..81..5...473...912.	543891672169572843278364591387216459491735268625948317954123786812657934736489125	25	0.0
282	283	...57.......1..8..715.6............4.5...6...68....1279...3..8...2.59.4.......2..	823574916496123875715968432379281654251746398684395127947632581162859743538417269	24	2.2
283	284	.......4..1...6......52..37.69...2.....8.97..........5..2.47...7.....15.3.62.....	275398641913476528648521937869754213521839764437162895152947386794683152386215479	23	2.0
284	285	..1.62.9..8.41.6...7....3......7.......8....4...1.3...54......3..6.....81.9.2...6	451362897983417625672985341314276589267859134895143762548691273726534918139728456	24	0.0
285	286	......8.....2.7.96...98...4..73...........4..3.1...9.86..5...1...5..6..72.9..4...	794653821813247596526981734487369152952718463361425978648572319135896247279134685	24	2.7
286	287	.9.......6.3.9.25....17.........9..5.......81...2.1..3.387......5...21..4......9.	897625314613894257245173869174389625362457981589261473938716542756942138421538796	23	0.0
287	288	36..4.....4..83.2.7.29...........7.25..4..8.1.931........5.......9........1..6..4	368241957945783126712965348184659732576432891293178465637514289459827613821396574	24	0.0
288	289	.....91..7.1......2...43...38.6..4...49....2......1.5.87.9.2.6.......7.....8....5	456789132731265984298143576385627419149538627627491853874952361562314798913876245	24	0.0
289	290	.....3.8...9........41.7.5..3..6.94.87......1.9..2..7...3..5.....8.7.3..2..4....7	657293184189546723324187659532761948876954231491328576763815492948672315215439867	25	2.3
290	291	....4...64.3....8.6...9.4...2.3....9....75.3......4.....5.6...8872.......1...95..	287143956493657281651298473528316749164975832739824165945762318872531694316489527	24	0.0
291	292	....2.56.9.431...7...97.3...........47.....1.23.697.......4..26.5.........2....7.	713824569964315287528976341685431792479258613231697458897543126156782934342169875	25	0.0
292	293	............2...16....159.3891.6.3.......48.27.......1.25.49....7....58..........	214936758953287416687415923891762345536194872742358691325849167179623584468571239	24	0.0
293	294	.....69..14.........23.4.......972...2....8....1..8..7957.....3.....3..8.6....5..	375216984148579362692384751486197235729435816531628497957862143214953678863741529	23	0.0
294	295	...8..765.3...6..14..2....3..516.2...8..2.6.92......8.......5.6....73.....4......	129834765538796421467215893795168234381427659246359187873942516612573948954681372	25	0.0
295	296	.....1.76.........5...3..9..7.6.3.1...8.....79...4..6.7..9......4.....8.89..5..4.	389521476614879352527436198275693814468215937931748265753984621142367589896152743	23	3.2
296	297	1.54..2.....2387.......7...4....9...26.....79.....5..3.84.......2..7.9.6.......5.	175496238946238715832517694453789162268143579719625843684951327521374986397862451	24	2.1
297	298	.2.8....35...97.4...1..........4.9.78..........93.8..27..563...4.........654....8	924851673583697241671234859236145987847926315159378462798563124412789536365412798	25	3.7
298	299	4....2.....78.639..5......18.62..9...29...4...4..9.....64......5....9.1.....8.7..	498132567217856394653947281876214935129563478345798126764321859582479613931685742	25	0.0
299	300	.9.5.7.1.4....1..23...........6....428....9......237....91...8.73........1.....6.	892567413475381692361942578153679824287415936946823751629154387738296145514738269	23	3.2
300	301	..4.....28.3..4....6......1.......6....72.5..51.3........1.36.9....49.......6.2.7	194637852823514976765982431279458163346721598518396724452173689687249315931865247	23	2.0
301	302	9....7.5......3.....85........1.9..2....4.5.1.7.....9...4.....538..7.6..26..843..	943827156517463928628591734456139872839742561172658493794316285381275649265984317	25	1.8
302	303	6.............9..3.4..6..19....1...7.1.9.6.322...3.........35...64..8...13..2.8..	679381245521479683348265719453812967817956432296734158982143576764598321135627894	25	0.0
304	305	2.5....4...8..291..1...5.2..9.386.......9....8.6..1..........6.....2437...2.7.8..	265139748348762915917845623491386257523497186876251439734918562689524371152673894	26	0.0
305	306	.92....7..3.194....5....3....1.7....6......5...58..4.1....4..17.....3.2.2...6.8..	892356174736194582154782396941675238628431759375829461563248917487913625219567843	25	1.9
306	307	29.4.71.........276.1......4..1...6......8..9...6....4....5...6.4..2...39..8..7..	295467138384519627671382495439175862567248319128693574713954286846721953952836741	24	2.7
308	309	9..2.......3..1........72......8.7.5.2.5...4815....6........5..8..416.9...6....8.	967234851283651974541897263634189725729563148158742639492378516875416392316925487	24	0.0
309	310	.2..69.3.1..........3.25..78.....37..17....493....4..24..........5..6.1....27....	724869531156437298983125467842691375517382649369754182498513726275946813631278954	25	0.0
310	311	.9.2..15..21.983..6..3..8.2..5....1.71...5.........5..38.6.2.....9.............87	893276154521498376674351892465823719718965423932147568387612945259784631146539287	26	0.0
311	312	.......12....7...8......349...3...6..6.21.4...3.95..21..2.45....76..3...5..8.....	648539712329471658157628349291384567865217493734956821982745136476193285513862974	26	0.0
312	313	.....1..9138.......6...4...47........1..9...22...7...6...8........74.5.8..52.3.41	547681239138927654962354187476132895813596472259478316694815723321749568785263941	25	1.6
313	314	....9.8...2...7...45....12.7.9.....8..62.....2...3..........96........143..4.65..	613592847928147356457368129749615238136289475285734691574821963862953714391476582	23	0.0
314	315	...6..1....7....6.62...8.7..3..4..2.5..13....9.......6...8....9.8....4...5......8	395627184847391265621458973738946521564132897912785346273814659186579432459263718	22	2.6
315	316	........8..8....76.1..7.2.32........7...69......5...8....158.4...64....74........	572936418348215976619874253295781364784369521163542789937158642856423197421697835	22	3.0
316	317	..64.9.......75..9...62............82.5...3..9...64....73.1.5.28.2....6...4.....1	136489257428175639759623814361752498245891376987364125673918542812547963594236781	25	0.0
317	318	8....5....29.3.......64...3.1.8...........85..9.5.1..7..6...249........5..5.7....	863915724429738516157642983514867392672394851398521467786153249231489675945276138	23	0.0
318	319	......79.....581..72..9..6...5.3..7...6...32..9.6......745..9........2.1.5.1.3...	548216793639758142721394568285431679416879325397625814174582936863947251952163487	26	1.9
319	320	....5.42.3.....5.1........9.894.....1..........69.2.73.....5.....83..64.25.7.....	897153426324679581615248739789436152132587964546912873463895217978321645251764398	24	0.0
320	321	64....5...3......2..2.51...3..7...1.....8...38.16.429...4..........934..2..8.....	648972531135468972792351648356729814429185763871634295984516327517293486263847159	25	1.5
321	322	.6..9.8....7..2.....5....7..34.....91...85..7.2.....4.....7..54...1........5..26.	263794815917852436845316972734621589196485327528937641689273154452168793371549268	23	2.5
322	323	.5.3...4......12..7......568..4.....43...6..9.......623.81............71.9..5..8.	159362748684571293723948156862419537435726819917835462378194625546283971291657384	24	2.1
323	324	....3...4...2.....9...18.5.6.7...3...9..8.....3..9.4.1..3..752.84.......2.....1..	718539264356274819924618753687421395491385672532796481163947528845162937279853146	24	0.0
324	325	..3.265....27.5.4.......69..47..3.8.86.24..39.......6.2..38.....1..5....4........	193426578682795143574138692947563281865241739321879465256387914718954326439612857	27	0.0
325	326	.1.4.5....2.....6.....86...29..5........3..567.....13.4.13......37...4.......96..	619425387824713569375986214293651748148237956756894132461372895937568421582149673	24	1.4
326	327	.4....56.8......31..1.432....8.17...2...3..1......5...9.38...2.....9..8...4..6..7	347182569825769431691543278438617952259438716716925843963874125572391684184256397	26	3.9
327	328	....19.2.4...2..6...93....7...2.3...17......9....9.3.4.96...83..5.6.............1	637419528418527963529386147984253716173864259265791384796142835351678492842935671	24	3.1
328	329	..74..8..6....3...4..97..3...5....8.8..1....6.....97....9..4..375.2.....1.......4	537416829698523147421978635975362481842157396316849752269784513754231968183695274	24	1.9
329	330	...8.6.....8....5113..2...4..4..839....64...7.1.......569..4.7..73.5.............	745816239928437651136529784654178392392645817817392546569284173273951468481763925	25	2.9
330	331	..59....2.......653...5.7.....6.74...31...........1.....3..56..6....8..17.2.6.8.3	175946382249783165386152794528637419931824576467591238893215647654378921712469853	25	2.3
331	332	.7..35.49.....7...62...15...4.8...6.1...7..8.....2.....9...3..7......6.5.8......1	871635249459287316623941578742859163165374982938126754596413827214798635387562491	24	0.0
332	333	.1..9...2..7.....5..2....9...8..6.73.6.71..2.....42....4.....3.9.61.....8..3.5...	614597382397268145582431796128956473469713528753842619245679831936184257871325964	25	0.0
333	334	...384...34.7...1....6....5........1....38.2..6....74..26..........1....4.7...2..	651384972342795816798621435284976351175438629963152748526843197839217564417569283	22	3.0
334	335	.8...4..57....9....1.8.....6...3...9....458...........2.5.....8.7...1.9.9..7..64.	389274165762519384514863927658132479127945836493687251245396718876421593931758642	23	0.0
335	336	175.....28..............9712..48.........64.....3.92...93....67.2.76.59..........	175934682869127345342658971236485719951276438784319256593842167428761593617593824	25	0.0
336	337	.6.9.3...9..4...7..1..253...57...98..4...1.....6..25.....8.4..7...........8.....1	862973145935418276714625398157346982249581763386792514591834627423167859678259431	24	0.0
337	338	...28...7..6..783.......6.4...3...46.8.6.......9......42...319...39.2......1..2..	341286957596417832872539614215398746784651329639724581427863195153972468968145273	25	2.4
338	339	.2.............74.7..6...15347.5.8..2.98...........9..8..5..6......7...36.3..9..7	421795368536128749798634215347951826269847531185362974874513692952476183613289457	25	2.5
339	340	.7.3..9..2..7...5....489...7...9.2.6....6.....85.....31.....538..3....12.....1...	478325961239716854561489327714593286392864175685172493126947538943658712857231649	25	1.5
340	341	..73......9.4..1...6.5...34.....57.....2.7..3..5...641...7......4...8.6.18......2	457391286392486157861572934934615728618247593275839641523764819749128365186953472	25	1.9
341	342	..4.3.6....2.......6..218..9...83....2.4...........985........1....48.53..52.7...	184539627732864519569721834957683142821495376643172985478356291216948753395217468	24	2.9
342	343	.2...9..5..35..78..4....9.38.4..2.......4.5..2..86.......4.5.7.....9.1.....38...9	728639415963514782145278963834152697617943528259867341391425876582796134476381259	26	0.0
343	344	.9.83.7...1.2.5............9..3.7.25.......7......29.4....49.32......1..2.4..15..	592834716316275489487916253941367825625498371873152964158749632769523148234681597	25	0.0
345	346	.6.8......97.1....2..35.........5...64.93...5.......937....68..53...9.6.....7..4.	365897214497612358281354976973425681648931725152768493719546832534289167826173549	25	0.0
346	347	.9.......87.4....9..4..8.3....34.51.5.2....4.3....7.....7.516..4...9........2..9.	196235487873416259254978136769342518582169743341587962937851624425693871618724395	25	0.0
347	348	..9.........63.5..2..7.8....2.4..7.1..1.8.3..8....2......3...75.56....4......1...	569214837748639512213758496925463781671985324834172659482396175156827943397541268	23	0.0
348	349	...8....9.....1..47..5..1..6.5....4..493.5..7.3.4...6..937......7.....51.....2...	312846579958271634764539182625197348849365217137428965593714826276983451481652793	25	2.8
349	350	.......9..43752...1.7.9....3.9.2..8..2.18..........5.........52.....1..8..42.6.3.	285614397943752816167398245379425681526183974418967523631849752792531468854276139	25	2.1
350	351	.....5..4.59..6.2.37.9.........6..59....918.......32....2..9.7..9...251...1.7....	128735694459186723376924185814267359235491867967853241582319476793642518641578932	26	2.2
351	352	...4.....1..7..3.6.6.85...45.........1.....6..2.3415..........974.....1....6.97..	375416928184792356962853174593267481417985263628341597256174839749538612831629745	24	2.3
352	353	.4..5.6....9718........4...936....1..........2.8...94....3....2..7..95..16.2.....	742953681659718324381624759936472815514896273278531946895347162427169538163285497	24	3.1
353	354	4.7..9.5.......6.15......2...351....2..74........3.4.6..4....8...1.7...4.9.6...1.	417269853982357641536481729743516298269748135158932476674193582321875964895624317	25	0.0
354	355	91..6.......5...94.82...........5..1.2..41..3......5..1.......584......6...3.67..	914763852637528194582194367398675421725941683461832579176489235843257916259316748	23	0.0
355	356	3...9...1.1..4.......35.9...21..7..45..........8...71.9.4.75.688......4......4..5	385692471219748653746351982621987534573416829498523716934275168852169347167834295	26	1.1
356	357	.6.3.......3.8....1...2.......2..5.9.7....13...86....2.31..78.........7..5.1.4...	769341285423589617185726493314278569672495138598613742231967854946852371857134926	23	0.0
357	358	.1.4...79..92...........4..2..57.34.64..3.72..7..4..9.....16.....7..3...86.9.....	312485679489267513756391482291578346648139725573642891934716258127853964865924137	27	0.0
358	359	..8...5293....684..........7.4.........2....8....9..1...6.4...2..5..8..714...53..	468137529327956841951482673794861235513274968682593714876349152235618497149725386	24	1.5
359	360	...61...7.4..........923..4......9.83..18.....59......97.2..65...5.6.2.......87..	593614827241875396786923514164752938327189465859436172978241653415367289632598741	25	0.0
360	361	...9......3....2...14...3..3.61.5.4..214.97....987..........463........72..5....8	582943671937651284614782395376125849821439756459876132795218463168394527243567918	26	0.0
361	362	...4....8.5..31.6..2....1....7.6....9...8..5..83.1...2...3.........9..7..347.....	671429538459831267328675194217564389946283751583917642792346815865192473134758926	23	0.0
362	363	....38.2...6...718....7....2...1..86......3...4.7....9.2.....3.6.1..4....59..6...	517638924396425718482971563273519486965842371148763259824197635631254897759386142	24	0.0
363	364	.....7......3........9..567..76.98....3.....4.5..719...415...2..6.....8.9....8.16	516847293279356148384912567427639851193285674658471932841563729762194385935728416	26	0.0
